wavelength_nm,intensity,y_error
775.78,912.35,14.91
776.03,915.60,17.12
776.29,914.05,14.02
776.54,909.00,13.85
776.79,909.25,16.82
777.04,905.45,15.27
777.29,908.40,16.82
777.54,914.35,14.16
777.80,909.10,18.25
778.05,906.60,17.25
778.30,909.50,17.89
778.55,907.65,14.31
778.80,906.65,15.19
779.05,906.65,15.42
779.31,908.90,16.25
779.56,909.65,15.10
779.81,907.05,13.94
780.06,907.40,15.43
780.31,905.85,14.87
780.56,903.80,15.48
780.82,908.20,14.61
781.07,905.70,14.90
781.32,905.85,16.66
781.57,909.25,15.54
781.82,905.45,15.30
782.07,904.15,16.20
782.33,902.45,17.33
782.58,902.10,15.44
782.83,904.95,16.46
783.08,905.80,18.29
783.33,902.90,16.13
783.58,903.05,18.00
783.84,898.75,17.40
784.09,899.40,13.88
784.34,902.30,15.68
784.59,898.40,16.94
784.84,898.65,18.32
785.09,901.60,15.81
785.34,895.55,14.01
785.60,898.55,16.29
785.85,900.35,14.21
786.10,897.15,17.18
786.35,898.75,16.03
786.60,897.40,17.05
786.85,898.30,17.76
787.11,900.70,16.63
787.36,895.40,16.50
787.61,897.50,17.20
787.86,891.95,17.57
788.11,894.60,17.72
788.36,894.15,13.73
788.61,896.85,16.24
788.87,893.30,14.59
789.12,891.85,17.65
789.37,894.40,16.66
789.62,893.15,15.56
789.87,887.40,14.41
790.12,895.30,15.19
790.37,895.30,16.94
790.63,885.45,14.47
790.88,885.25,13.94
791.13,892.95,17.80
791.38,891.45,17.19
791.63,893.15,14.51
791.88,890.25,14.93
792.13,886.25,18.13
792.39,888.95,16.90
792.64,889.85,16.44
792.89,885.60,14.96
793.14,889.10,14.95
793.39,888.95,13.71
793.64,886.45,16.98
793.89,888.70,13.73
794.15,889.35,13.55
794.40,886.40,16.98
794.65,889.55,18.06
794.90,886.95,17.11
795.15,887.05,15.76
795.40,885.80,15.81
795.65,883.15,15.56
795.90,884.60,15.04
796.16,884.80,15.98
796.41,885.55,15.55
796.66,885.90,16.35
796.91,888.10,17.80
797.16,889.80,18.28
797.41,889.10,13.90
797.66,885.20,15.33
797.91,885.70,14.36
798.17,887.10,15.19
798.42,887.70,14.88
798.67,885.70,14.33
798.92,882.90,17.11
799.17,881.30,15.83
799.42,881.75,17.84
799.67,880.90,13.62
799.92,880.95,13.78
800.18,887.20,15.43
800.43,882.45,13.86
800.68,882.60,14.73
800.93,881.65,18.16
801.18,879.40,14.45
801.43,880.00,14.40
801.68,880.95,16.19
801.93,886.15,15.87
802.19,878.40,16.20
802.44,881.75,15.26
802.69,881.30,17.40
802.94,876.25,14.09
803.19,881.20,15.50
803.44,877.25,16.71
803.69,878.45,17.57
803.94,874.40,15.17
804.20,876.25,16.12
804.45,880.10,13.79
804.70,880.70,14.27
804.95,878.20,13.77
805.20,875.50,16.87
805.45,876.85,14.80
805.70,879.90,16.89
805.95,876.80,13.75
806.20,872.05,17.48
806.46,875.05,17.38
806.71,874.60,13.84
806.96,868.65,13.49
807.21,870.80,13.66
807.46,874.05,17.46
807.71,876.70,14.55
807.96,873.65,16.01
808.21,873.45,15.43
808.46,872.80,17.17
808.71,873.35,15.72
808.97,876.55,15.81
809.22,875.80,18.11
809.47,877.90,14.15
809.72,873.45,17.34
809.97,872.00,13.64
810.22,872.10,15.66
810.47,867.35,17.55
810.72,872.25,16.55
810.97,868.75,16.61
811.23,869.20,14.62
811.48,869.75,15.36
811.73,868.55,15.11
811.98,867.15,15.82
812.23,869.60,15.57
812.48,873.35,14.96
812.73,873.25,14.85
812.98,869.75,14.57
813.23,872.50,15.13
813.48,869.80,14.09
813.73,870.45,17.51
813.99,874.00,16.27
814.24,874.55,14.05
814.49,868.90,16.65
814.74,872.90,17.42
814.99,870.00,14.51
815.24,871.45,14.11
815.49,865.95,13.40
815.74,871.65,13.62
815.99,870.55,16.99
816.24,866.55,18.02
816.49,870.65,13.60
816.75,873.05,16.95
817.00,868.90,13.72
817.25,869.00,16.17
817.50,869.40,16.95
817.75,873.85,15.11
818.00,871.70,13.45
818.25,871.00,16.21
818.50,870.40,18.07
818.75,873.80,14.63
819.00,871.70,14.29
819.25,873.50,14.00
819.51,875.25,16.05
819.76,872.55,16.23
820.01,870.50,17.13
820.26,870.25,16.95
820.51,874.50,17.64
820.76,881.25,17.30
821.01,872.40,14.57
821.26,866.30,15.98
821.51,860.50,14.71
821.76,862.50,14.88
822.01,861.65,17.71
822.26,860.40,16.52
822.51,860.20,17.89
822.77,860.00,15.27
823.02,858.40,15.82
823.27,860.25,15.60
823.52,859.00,13.81
823.77,858.60,14.41
824.02,855.90,15.76
824.27,854.45,13.59
824.52,854.85,17.64
824.77,857.85,13.88
825.02,857.50,14.22
825.27,861.55,16.92
825.52,856.35,13.74
825.77,853.75,17.48
826.03,858.20,16.71
826.28,856.65,13.61
826.53,853.50,16.51
826.78,856.25,16.25
827.03,854.10,16.82
827.28,856.55,17.17
827.53,855.00,16.64
827.78,855.90,16.03
828.03,851.95,14.76
828.28,857.10,16.56
828.53,854.70,17.76
828.78,854.30,16.02
829.03,851.20,16.36
829.28,852.65,15.31
829.53,851.25,16.79
829.79,852.90,17.93
830.04,853.15,14.01
830.29,849.50,14.18
830.54,849.35,15.76
830.79,850.60,15.50
831.04,853.90,15.95
831.29,853.55,13.50
831.54,849.05,15.12
831.79,851.95,15.98
832.04,853.60,16.01
832.29,850.35,16.32
832.54,848.70,16.59
832.79,850.05,16.24
833.04,847.55,16.91
833.29,845.80,16.12
833.54,851.65,15.77
833.79,848.95,16.06
834.05,847.60,13.70
834.30,847.85,14.50
834.55,848.55,15.69
834.80,845.55,17.28
835.05,843.30,16.35
835.30,847.40,13.64
835.55,852.15,16.03
835.80,841.95,14.21
836.05,843.10,16.61
836.30,844.65,17.06
836.55,843.10,15.95
836.80,844.60,15.96
837.05,848.45,14.81
837.30,845.90,15.29
837.55,843.70,17.22
837.80,841.75,16.55
838.05,844.40,15.62
838.30,846.80,14.94
838.55,844.40,13.43
838.80,840.10,13.83
839.06,839.40,14.06
839.31,843.40,14.93
839.56,844.65,17.60
839.81,842.40,15.54
840.06,842.25,14.28
840.31,844.10,13.69
840.56,842.50,14.76
840.81,842.05,16.98
841.06,843.45,14.98
841.31,850.10,16.85
841.56,842.70,16.92
841.81,842.10,13.70
842.06,840.85,16.00
842.31,840.20,17.63
842.56,838.20,15.02
842.81,839.90,13.40
843.06,838.75,17.45
843.31,836.30,17.24
843.56,837.15,15.57
843.81,836.60,15.70
844.06,837.85,14.13
844.31,841.95,16.99
844.56,834.40,15.44
844.81,837.45,13.31
845.07,836.65,16.31
845.32,838.75,17.57
845.57,838.10,17.00
845.82,833.00,14.40
846.07,839.90,13.41
846.32,837.85,17.52
846.57,837.65,17.50
846.82,837.05,15.62
847.07,838.95,16.14
847.32,836.40,15.29
847.57,836.15,15.09
847.82,835.30,13.69
848.07,836.95,13.59
848.32,835.50,14.21
848.57,834.25,17.00
848.82,835.30,13.81
849.07,832.60,14.16
849.32,835.95,15.68
849.57,835.55,14.13
849.82,833.50,13.88
850.07,834.80,15.74
850.32,835.25,14.84
850.57,838.00,16.06
850.82,836.70,17.38
851.07,833.85,13.82
851.32,836.75,17.38
851.57,831.75,17.28
851.82,831.10,16.94
852.07,832.25,16.03
852.32,835.45,16.01
852.57,833.20,16.08
852.82,831.00,16.29
853.07,833.00,13.19
853.32,829.50,17.52
853.57,833.65,15.83
853.82,829.15,16.70
854.08,832.40,14.86
854.33,833.00,13.17
854.58,831.60,15.46
854.83,829.20,15.43
855.08,831.30,15.12
855.33,827.75,14.65
855.58,828.50,14.24
855.83,833.40,15.56
856.08,831.45,14.84
856.33,828.45,17.56
856.58,828.65,13.88
856.83,828.05,14.56
857.08,828.80,14.44
857.33,828.15,15.59
857.58,829.05,15.39
857.83,827.20,16.04
858.08,821.20,17.40
858.33,829.75,14.41
858.58,828.45,16.28
858.83,824.90,13.17
859.08,824.15,14.26
859.33,827.50,15.22
859.58,825.30,13.20
859.83,824.20,15.90
860.08,827.40,16.21
860.33,828.75,16.53
860.58,826.60,15.45
860.83,823.80,15.83
861.08,824.80,14.88
861.33,826.70,13.26
861.58,826.75,13.53
861.83,825.95,16.08
862.08,827.20,17.67
862.33,826.50,13.14
862.58,828.70,15.66
862.83,824.45,16.51
863.08,827.25,16.89
863.33,825.30,15.57
863.58,825.85,15.92
863.83,824.10,16.26
864.08,824.15,17.01
864.33,822.05,13.60
864.58,821.65,17.29
864.83,825.10,13.18
865.08,823.85,16.90
865.33,825.60,13.42
865.58,825.35,13.96
865.83,827.80,13.10
866.08,823.70,15.10
866.33,826.00,14.61
866.58,819.90,13.78
866.83,822.70,15.12
867.08,824.15,14.90
867.33,820.05,16.55
867.58,821.05,17.13
867.83,822.70,16.04
868.08,818.15,13.58
868.33,822.70,14.40
868.58,821.40,17.23
868.83,818.85,13.42
869.08,818.05,14.87
869.33,822.60,17.38
869.58,823.55,17.42
869.83,820.35,14.91
870.08,817.40,16.06
870.33,820.95,15.13
870.58,820.35,16.49
870.83,820.00,13.17
871.08,818.05,13.67
871.33,818.30,15.83
871.58,820.60,14.09
871.83,818.15,16.06
872.08,815.90,14.60
872.33,816.35,17.06
872.58,819.80,16.78
872.83,817.60,15.26
873.08,816.25,16.54
873.33,820.70,14.27
873.58,818.50,15.28
873.83,815.50,13.89
874.08,816.05,16.94
874.33,815.55,16.76
874.58,815.85,17.13
874.83,816.50,17.02
875.08,814.90,17.38
875.33,816.80,14.04
875.58,817.80,17.28
875.83,819.45,15.64
876.08,817.90,14.94
876.33,822.10,15.61
876.58,816.90,14.57
876.83,819.60,14.34
877.08,817.25,14.11
877.33,815.35,13.36
877.58,814.50,15.25
877.83,815.05,17.05
878.07,819.10,15.91
878.32,817.75,15.39
878.57,813.85,14.94
878.82,819.15,15.15
879.07,813.60,13.93
879.32,813.50,16.74
879.57,813.75,13.88
879.82,811.80,16.24
880.07,811.70,16.43
880.32,813.15,15.60
880.57,809.00,16.88
880.82,807.80,14.26
881.07,807.10,16.95
881.32,807.65,16.26
881.57,807.20,16.57
881.82,807.10,15.96
882.07,805.80,16.77
882.32,806.20,17.44
882.57,806.80,14.84
882.82,808.05,16.65
883.07,804.90,16.30
883.32,805.85,14.98
883.57,802.90,17.11
883.82,805.75,14.71
884.07,809.65,15.53
884.32,807.10,13.41
884.57,801.75,13.91
884.82,804.15,16.73
885.07,802.25,14.69
885.32,804.50,14.70
885.57,804.10,14.02
885.82,803.05,15.13
886.07,804.70,16.58
886.32,804.40,16.98
886.57,802.10,13.21
886.82,801.30,15.49
887.07,804.65,15.03
887.32,802.55,15.68
887.56,799.30,14.90
887.81,799.40,14.68
888.06,799.60,15.01
888.31,798.95,15.51
888.56,802.10,15.17
888.81,801.25,15.03
889.06,800.20,16.59
889.31,799.50,16.25
889.56,800.75,14.43
889.81,803.95,16.55
890.06,803.90,16.79
890.31,800.50,13.57
890.56,799.30,15.51
890.81,800.75,14.17
891.06,799.75,16.23
891.31,804.30,13.99
891.56,799.90,15.92
891.81,803.10,14.06
892.06,799.25,15.19
892.31,801.10,17.19
892.56,799.75,14.60
892.81,801.20,16.86
893.06,800.75,17.36
893.31,800.80,16.85
893.56,800.35,13.63
893.81,796.75,16.56
894.05,798.60,13.01
894.30,798.35,14.64
894.55,797.60,16.80
894.80,801.00,16.01
895.05,799.15,15.28
895.30,799.10,14.63
895.55,793.80,16.50
895.80,796.70,16.06
896.05,796.15,14.96
896.30,797.50,16.90
896.55,799.85,13.91
896.80,800.75,13.65
897.05,796.65,15.76
897.30,796.85,17.25
897.55,796.90,13.97
897.80,798.25,13.99
898.05,798.20,13.49
898.30,799.85,16.78
898.55,796.00,13.87
898.80,800.10,15.16
899.05,796.85,17.34
899.30,797.30,12.91
899.54,796.10,15.36
899.79,793.90,15.14
900.04,792.70,16.47
900.29,795.50,14.45
900.54,792.95,14.67
900.79,795.15,13.60
901.04,795.10,16.19
901.29,791.85,16.36
901.54,792.90,13.44
901.79,795.80,14.62
902.04,795.25,16.88
902.29,791.15,12.82
902.54,792.05,14.16
902.79,793.95,15.34
903.04,794.95,14.35
903.29,793.60,14.05
903.54,791.75,14.89
903.79,792.75,13.64
904.04,794.25,15.23
904.28,794.50,16.03
904.53,793.40,15.42
904.78,795.35,13.26
905.03,788.85,16.60
905.28,790.75,13.59
905.53,792.15,16.27
905.78,790.85,14.43
906.03,787.95,16.31
906.28,793.25,13.75
906.53,792.45,13.66
906.78,791.50,15.05
907.03,791.85,12.96
907.28,789.05,13.81
907.53,789.10,16.06
907.78,790.80,16.58
908.03,788.50,13.15
908.27,786.60,16.75
908.52,788.75,16.38
908.77,783.35,16.66
909.02,788.50,15.94
909.27,791.95,15.86
909.52,785.85,15.13
909.77,786.80,15.71
910.02,786.65,16.91
910.27,788.70,13.24
910.52,785.55,14.18
910.77,784.55,13.08
911.02,786.20,17.02
911.27,786.65,14.78
911.52,782.75,15.78
911.77,788.70,16.58
912.02,785.70,17.23
912.26,785.85,13.49
912.51,783.85,16.35
912.76,783.20,16.74
913.01,784.45,12.97
913.26,785.60,16.16
913.51,784.00,14.35
913.76,783.60,15.66
914.01,785.70,15.08
914.26,786.00,13.94
914.51,782.25,13.34
914.76,785.45,13.29
915.01,782.75,13.21
915.26,782.95,15.61
915.51,781.20,14.31
915.75,783.55,13.72
916.00,782.65,15.85
916.25,784.10,15.84
916.50,782.75,15.16
916.75,781.90,16.94
917.00,778.30,14.44
917.25,782.20,16.49
917.50,778.85,13.05
917.75,782.95,16.07
918.00,781.10,17.17
918.25,783.70,16.56
918.50,781.90,15.34
918.75,780.85,15.54
919.00,777.95,14.29
919.24,780.80,15.78
919.49,780.15,16.18
919.74,782.30,17.22
919.99,779.75,14.93
920.24,781.05,13.00
920.49,778.50,15.38
920.74,778.80,13.24
920.99,778.40,13.81
921.24,775.00,14.15
921.49,776.35,15.97
921.74,777.55,13.52
921.99,779.05,13.46
922.24,783.95,12.95
922.48,780.85,16.65
922.73,780.05,15.83
922.98,776.20,12.87
923.23,777.60,12.83
923.48,778.30,15.21
923.73,779.65,13.99
923.98,777.50,15.38
924.23,778.95,14.66
924.48,778.55,16.85
924.73,779.25,14.01
924.98,780.25,15.77
925.23,779.50,12.96
925.47,780.90,17.02
925.72,780.30,17.13
925.97,777.65,16.01
926.22,779.80,14.81
926.47,778.20,13.69
926.72,776.55,16.33
926.97,776.15,15.99
927.22,778.50,13.70
927.47,777.00,14.72
927.72,777.95,14.78
927.97,776.60,16.40
928.22,776.15,15.75
928.46,774.80,15.56
928.71,777.30,15.61
928.96,775.50,13.90
929.21,774.85,14.34
929.46,776.50,12.90
929.71,775.30,16.21
929.96,773.25,14.60
930.21,776.00,14.65
930.46,774.00,13.77
930.71,774.60,13.62
930.96,774.60,15.31
931.20,775.45,13.73
931.45,772.70,12.95
931.70,771.70,16.08
931.95,771.55,14.34
932.20,772.00,14.36
932.45,774.15,14.60
932.70,770.95,16.29
932.95,771.65,14.09
933.20,770.50,16.03
933.45,771.00,16.85
933.70,772.95,15.62
933.94,771.30,14.58
934.19,772.60,16.01
934.44,771.20,14.70
934.69,770.85,14.50
934.94,770.40,14.99
935.19,770.70,14.07
935.44,772.20,13.13
935.69,768.30,14.48
935.94,770.90,13.20
936.19,769.80,14.47
936.44,770.45,15.13
936.68,771.85,16.82
936.93,768.75,12.80
937.18,767.35,15.39
937.43,768.15,14.67
937.68,770.85,12.74
937.93,766.70,13.73
938.18,768.00,13.16
938.43,766.95,13.59
938.68,768.85,13.86
938.93,766.70,14.41
939.17,765.00,14.96
939.42,764.15,12.60
939.67,769.00,13.36
939.92,767.05,13.04
940.17,768.15,15.08
940.42,765.30,14.07
940.67,767.65,15.07
940.92,768.10,13.62
941.17,764.95,12.71
941.42,765.20,16.79
941.66,762.30,13.07
941.91,759.20,13.12
942.16,763.35,13.24
942.41,765.70,16.98
942.66,765.20,15.35
942.91,762.50,15.30
943.16,762.45,16.97
943.41,761.40,12.97
943.66,764.80,16.94
943.91,764.10,13.51
944.15,761.65,15.35
944.40,764.60,14.47
944.65,763.95,14.30
944.90,762.40,16.72
945.15,763.85,13.26
945.40,765.10,17.04
945.65,766.80,14.31
945.90,764.00,15.48
946.15,764.70,16.91
946.39,763.10,12.85
946.64,766.35,16.72
946.89,761.10,15.09
947.14,763.25,15.72
947.39,763.80,13.26
947.64,760.75,14.94
947.89,761.70,15.57
948.14,764.30,14.63
948.39,762.30,13.27
948.63,763.20,13.68
948.88,762.60,16.38
949.13,765.75,12.76
949.38,760.05,15.71
949.63,763.45,17.03
949.88,764.25,12.63
950.13,761.50,13.29
950.38,759.75,15.55
950.63,764.05,12.86
950.88,764.95,15.23
951.12,763.35,15.63
951.37,758.45,15.16
951.62,762.65,14.21
951.87,767.60,15.73
952.12,763.40,15.23
952.37,762.70,13.51
952.62,764.55,15.11
952.87,763.65,16.51
953.11,762.35,15.55
953.36,765.65,14.71
953.61,765.55,14.04
953.86,763.30,12.97
954.11,761.20,13.66
954.36,766.70,12.67
954.61,765.10,17.00
954.86,761.70,13.57
955.11,762.10,16.20
955.35,761.65,13.33
955.60,764.05,13.86
955.85,761.30,14.43
956.10,762.15,14.02
956.35,762.20,16.13
956.60,763.15,16.85
956.85,761.05,16.46
957.10,767.25,13.31
957.35,765.50,16.07
957.59,763.05,13.25
957.84,762.20,16.64
958.09,762.50,14.89
958.34,757.95,14.04
958.59,760.20,13.26
958.84,758.60,12.61
959.09,762.20,13.68
959.34,762.85,16.65
959.58,765.85,16.16
959.83,764.00,16.91
960.08,765.80,13.06
960.33,762.85,15.22
960.58,765.05,13.75
960.83,762.35,15.00
961.08,759.90,13.99
961.33,761.70,13.84
961.58,763.55,15.14
961.82,766.40,13.43
962.07,762.00,14.67
962.32,760.55,15.46
962.57,759.40,13.13
962.82,760.40,16.70
963.07,758.45,14.80
963.32,760.90,16.21
963.57,761.60,15.48
963.81,766.45,15.78
964.06,760.75,15.75
964.31,765.30,16.50
964.56,762.30,15.31
964.81,762.55,13.82
965.06,762.70,13.03
965.31,758.30,15.24
965.56,758.35,12.85
965.80,762.70,13.66
966.05,757.90,12.82
966.30,759.70,15.00
966.55,760.05,13.28
966.80,758.15,15.26
967.05,764.05,16.11
967.30,761.40,16.23
967.55,758.35,13.93
967.79,758.45,14.99
968.04,759.50,15.06
968.29,761.40,14.68
968.54,763.65,15.51
968.79,759.25,13.49
969.04,763.10,16.94
969.29,761.10,13.01
969.54,758.30,16.23
969.78,761.75,15.22
970.03,760.25,13.65
970.28,759.50,15.87
970.53,755.65,12.91
970.78,757.50,15.98
971.03,759.65,15.18
971.28,755.20,13.02
971.52,761.00,12.93
971.77,756.60,15.86
972.02,757.15,13.84
972.27,758.85,16.50
972.52,760.40,15.95
972.77,759.50,15.66
973.02,761.00,13.81
973.27,758.05,15.69
973.51,760.00,16.77
973.76,759.05,12.96
974.01,760.80,14.02
974.26,758.00,13.59
974.51,756.40,14.28
974.76,757.15,15.83
975.01,759.05,14.66
975.26,758.05,15.08
975.50,758.90,13.95
975.75,760.25,13.20
976.00,759.85,13.75
976.25,761.60,16.40
976.50,760.50,15.24
976.75,757.30,14.22
977.00,757.50,16.05
977.24,754.00,12.80
977.49,758.15,13.68
977.74,760.45,13.59
977.99,760.45,16.94
978.24,760.20,15.70
978.49,756.40,15.27
978.74,752.90,12.53
978.99,757.55,13.36
979.23,760.20,15.39
979.48,761.60,14.26
979.73,753.35,16.60
979.98,755.00,15.91
980.23,750.80,14.47
980.48,756.35,15.86
980.73,752.50,16.81
980.97,757.15,14.59
981.22,758.60,15.40
981.47,757.90,16.62
981.72,759.35,13.66
981.97,758.25,16.48
982.22,755.50,12.96
982.47,759.55,15.44
982.71,756.20,16.00
982.96,757.05,15.26
983.21,752.20,14.69
983.46,755.10,15.26
983.71,754.20,13.19
983.96,757.25,13.50
984.21,757.80,13.74
984.45,755.60,15.18
984.70,751.25,14.45
984.95,758.75,13.64
985.20,756.35,16.44
985.45,756.20,14.19
985.70,760.25,14.55
985.95,756.95,14.36
986.19,762.05,13.39
986.44,758.65,15.80
986.69,757.25,14.53
986.94,758.70,12.63
987.19,757.60,16.82
987.44,755.45,16.14
987.69,751.45,15.69
987.94,758.95,16.41
988.18,757.35,16.56
988.43,756.75,14.04
988.68,755.80,15.24
988.93,757.25,15.24
989.18,754.80,13.71
989.43,754.90,13.51
989.68,755.60,13.04
989.92,754.55,15.44
990.17,754.30,15.97
990.42,752.95,15.87
990.67,752.20,13.90
990.92,754.40,13.43
991.17,756.80,14.55
991.41,752.05,14.92
991.66,748.75,16.53
991.91,755.40,16.40
992.16,754.60,16.57
992.41,754.35,16.28
992.66,753.35,16.78
992.91,753.85,14.58
993.15,752.00,12.71
993.40,754.00,12.89
993.65,753.50,14.24
993.90,758.10,13.69
994.15,756.75,13.29
994.40,751.65,16.71
994.65,753.50,13.38
994.89,756.50,16.79
995.14,754.75,15.89
995.39,756.40,15.38
995.64,755.90,15.53
995.89,752.65,13.97
996.14,755.90,15.39
996.39,758.75,13.38
996.63,756.35,16.69
996.88,756.30,13.87
997.13,758.35,13.68
997.38,758.20,15.70
997.63,758.85,15.47
997.88,758.55,14.56
998.13,758.40,15.36
998.37,757.30,13.25
998.62,755.95,15.51
998.87,754.45,13.72
999.12,757.50,13.76
999.37,758.50,13.27
999.62,755.55,14.00
999.86,759.35,14.03
1000.11,757.80,14.56
1000.36,759.10,13.40
1000.61,758.25,13.41
1000.86,753.10,14.91
1001.11,754.30,13.09
1001.36,756.20,15.59
1001.60,759.45,16.75
1001.85,755.05,14.42
1002.10,756.30,16.53
1002.35,757.85,12.99
1002.60,754.15,12.71
1002.85,754.70,15.71
1003.10,755.15,15.89
1003.34,756.65,16.27
1003.59,754.10,12.77
1003.84,757.15,15.98
1004.09,758.00,14.22
1004.34,759.70,13.91
1004.59,753.75,13.28
1004.83,754.90,16.93
1005.08,758.15,12.83
1005.33,758.25,16.22
1005.58,759.20,15.40
1005.83,761.75,15.84
1006.08,756.00,15.68
1006.33,754.30,16.32
1006.57,758.85,13.37
1006.82,756.00,12.54
1007.07,753.90,15.16
1007.32,754.95,14.09
1007.57,758.50,13.10
1007.82,759.40,13.39
1008.06,752.00,13.97
1008.31,757.45,12.86
1008.56,760.75,12.82
1008.81,758.85,16.62
1009.06,757.20,13.93
1009.31,760.80,16.93
1009.56,763.60,16.88
1009.80,760.65,13.20
1010.05,758.30,15.72
1010.30,758.35,15.22
1010.55,762.30,15.65
1010.80,761.40,13.00
1011.05,764.70,13.44
1011.29,760.35,12.91
1011.54,764.50,15.29
1011.79,758.50,16.93
1012.04,763.40,15.58
1012.29,763.30,15.75
1012.54,764.40,16.98
1012.78,764.30,15.61
1013.03,769.45,12.82
1013.28,769.55,16.51
1013.53,770.15,14.27
1013.78,773.85,12.69
1014.03,776.70,14.97
1014.28,783.05,16.96
1014.52,788.15,13.94
1014.77,798.80,15.09
1015.02,813.00,13.76
1015.27,833.90,13.39
1015.52,860.30,13.69
1015.77,907.75,17.16
1016.01,960.10,18.29
1016.26,1010.60,15.09
1016.51,1029.40,15.96
1016.76,1001.10,15.28
1017.01,955.90,14.12
1017.26,915.50,16.39
1017.50,881.30,16.79
1017.75,851.20,16.28
1018.00,826.35,14.86
1018.25,810.10,15.48
1018.50,807.35,13.36
1018.75,791.15,13.50
1019.00,784.65,16.95
1019.24,777.55,16.11
1019.49,772.20,16.78
1019.74,772.15,16.76
1019.99,769.60,15.54
1020.24,762.90,16.71
1020.49,762.50,14.44
1020.73,764.30,12.62
1020.98,763.70,12.87
1021.23,765.80,13.10
1021.48,763.90,13.02
1021.73,764.70,14.17
1021.98,758.20,15.66
1022.22,759.35,16.07
1022.47,755.10,15.14
1022.72,755.85,13.18
1022.97,755.85,15.84
1023.22,758.70,14.13
1023.47,752.80,12.57
1023.71,753.40,13.75
1023.96,756.35,14.00
1024.21,758.45,13.77
1024.46,757.90,16.15
1024.71,756.70,15.90
1024.96,753.85,15.59
1025.20,752.00,13.12
1025.45,753.50,16.08
1025.70,755.00,15.52
1025.95,754.85,13.39
1026.20,757.80,15.42
1026.45,754.25,14.66
1026.69,755.45,14.47
1026.94,757.25,13.04
1027.19,758.60,14.85
1027.44,756.15,12.98
1027.69,756.15,13.26
1027.94,757.05,13.13
1028.18,753.90,16.74
1028.43,752.10,13.76
1028.68,757.40,14.12
1028.93,751.05,13.92
1029.18,752.45,16.47
1029.43,754.40,15.01
1029.68,751.60,16.56
1029.92,756.65,13.87
1030.17,754.10,13.03
1030.42,750.40,14.94
1030.67,755.60,14.06
1030.92,750.35,16.03
1031.17,751.10,16.38
1031.41,748.20,14.56
1031.66,752.85,16.80
1031.91,753.65,14.96
1032.16,755.05,13.73
1032.41,753.95,14.68
1032.66,753.40,12.68
1032.90,753.60,16.07
1033.15,753.00,12.96
1033.40,752.10,13.87
1033.65,753.55,15.01
1033.90,753.90,12.71
1034.15,751.35,12.85
1034.39,750.50,15.56
1034.64,751.85,12.82
1034.89,753.85,14.63
1035.14,751.00,13.99
1035.39,753.15,13.52
1035.64,750.85,13.33
1035.88,753.80,15.89
1036.13,753.60,16.72
1036.38,752.30,13.13
1036.63,749.70,16.72
1036.88,754.10,15.15
1037.13,753.20,15.35
1037.37,752.40,15.64
1037.62,750.85,15.60
1037.87,752.85,16.13
1038.12,752.35,14.64
1038.37,750.85,14.85
1038.61,746.85,13.89
1038.86,747.35,12.93
1039.11,750.35,15.42
1039.36,749.85,12.64
1039.61,747.60,13.68
1039.86,752.80,12.93
1040.10,752.10,13.35
1040.35,750.15,15.31
1040.60,754.75,15.30
1040.85,753.30,14.37
1041.10,750.20,12.89
1041.35,751.70,14.41
1041.59,751.85,14.06
1041.84,751.10,15.68
1042.09,751.00,15.05
1042.34,749.45,14.65
1042.59,751.55,14.65
1042.84,753.00,16.78
1043.08,755.05,15.87
1043.33,749.55,14.68
1043.58,752.65,14.63
1043.83,749.10,12.60
1044.08,746.80,16.61
1044.33,749.45,13.89
1044.57,748.30,13.60
1044.82,748.90,16.88
1045.07,753.20,15.69
1045.32,749.90,12.70
1045.57,749.60,12.76
1045.82,750.50,12.61
1046.06,754.25,15.17
1046.31,754.80,12.84
1046.56,748.55,16.59
1046.81,752.70,16.65
1047.06,750.95,14.90
1047.31,753.40,15.24
1047.55,747.75,13.76
1047.80,751.25,12.78
1048.05,750.55,15.75
1048.30,748.35,12.92
1048.55,750.60,12.87
1048.80,750.55,13.87
1049.04,752.80,12.57
1049.29,747.10,14.38
1049.54,749.65,15.61
1049.79,749.80,16.02
1050.04,755.20,15.20
1050.29,753.00,16.25
1050.53,753.45,14.31
1050.78,747.65,16.21
1051.03,751.35,14.73
1051.28,750.15,13.47
1051.53,749.30,16.64
1051.77,749.25,13.69
1052.02,753.85,12.63
1052.27,751.80,13.57
1052.52,755.05,14.15
1052.77,749.75,14.04
1053.02,754.45,14.84
1053.26,749.95,16.38
1053.51,753.75,13.81
1053.76,747.00,14.76
1054.01,754.35,14.03
1054.26,751.10,16.12
1054.51,748.55,13.17
1054.75,749.35,12.94
1055.00,748.30,14.69
1055.25,751.65,15.47
1055.50,751.15,16.01
1055.75,750.30,15.09
1056.00,753.80,15.94
1056.24,751.00,14.23
1056.49,750.85,12.64
1056.74,751.80,13.02
1056.99,751.40,12.67
1057.24,749.00,13.93
1057.49,749.75,14.67
1057.73,751.75,14.08
1057.98,748.20,14.94
1058.23,749.40,14.60
1058.48,750.25,15.48
1058.73,749.85,15.43
1058.97,752.20,13.91
1059.22,754.35,14.05
1059.47,751.15,15.08
1059.72,749.40,15.11
1059.97,752.35,13.90
1060.22,753.55,13.98
1060.46,753.10,15.58
1060.71,751.55,15.36
1060.96,754.25,13.12
